频道名,地址,跳过原因
Dali TV (大立電視台) (720p),http://www.dalitv.com.tw:4568/live/dali/index.m3u8,重复URL
EBC Financial News (東森財經新聞台) (1080p) [Not 24/7],http://seb.sason.top/sc/dscjxw_fhd.m3u8,重复URL
EBC News (東森新聞台) (1080p) [Not 24/7],http://seb.sason.top/sc/dsxw_fhd.m3u8,重复URL
FTV (民視) (720p) [Not 24/7],http://seb.sason.top/ptv/ftv.php?id=ms,重复URL
FTV One (民視第一台) (720p) [Not 24/7],http://seb.sason.top/ptv/ftv.php?id=dy,重复URL
FTV Taiwan (民視台灣台) (720p) [Not 24/7],http://seb.sason.top/ptv/ftv.php?id=tw,重复URL
GOOD TV CH1 綜合台 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech1.m3u8,重复URL
GOOD TV CH2 真理台 (720p),https://live.streamingfast.net/osmflivech2.m3u8,重复URL
GOOD TV CH3 真情部落格 短版 (720p),https://live.streamingfast.net/osmflivech3.m3u8,重复URL
GOOD TV CH5 共享觀點 短版 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech5.m3u8,重复URL
GOOD TV CH6 親近神 詩歌音樂 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech6.m3u8,重复URL
GOOD TV CH7 禱告大軍 信息 (720p),https://live.streamingfast.net/osmflivech7.m3u8,重复URL
GOOD TV CH9 愛+好醫生 短版 (720p),https://live.streamingfast.net/osmflivech9.m3u8,重复URL
GOOD TV CH12 維他命施 (720p),https://live.streamingfast.net/osmflivech12.m3u8,重复URL
GOOD TV CH14 真情部落格 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech14.m3u8,重复URL
GOOD TV CH15 真情之夜 (720p),https://live.streamingfast.net/osmflivech15.m3u8,重复URL
GOOD TV CH16 葉光明 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech16.m3u8,重复URL
GOOD TV CH17 大衛鮑森 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech17.m3u8,重复URL
GOOD TV CH18 國際講員 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech18.m3u8,重复URL
GOOD TV CH20 恩典時分 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech20.m3u8,重复URL
GOOD TV CH21 華語講員 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech21.m3u8,重复URL
GOOD TV CH24 劉三講古 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech24.m3u8,重复URL
GOOD TV CH27 空中聖經學院 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech27.m3u8,重复URL
GOOD TV CH28 現代詩歌 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech28.m3u8,重复URL
GOOD TV CH29 經典音樂河 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech29.m3u8,重复URL
GOOD TV CH30 天堂敬拜 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech30.m3u8,重复URL
GOOD TV CH31 福音佈道音樂會 (720p),https://live.streamingfast.net/osmflivech31.m3u8,重复URL
GOOD TV CH32 特會系列：禱告與轉化 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech32.m3u8,重复URL
GOOD TV CH33 特會系列：研經培靈 (720p),https://live.streamingfast.net/osmflivech33.m3u8,重复URL
GOOD TV CH38 特會系列：青年特會 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech38.m3u8,重复URL
GOOD TV CH40 家庭8點檔轉轉發現愛 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech40.m3u8,重复URL
GOOD TV CH45 卡通 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech45.m3u8,重复URL
GOOD TV CH47 牧者頻道 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech47.m3u8,重复URL
GOOD TV CH49 禱告頻道 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech49.m3u8,重复URL
GOOD TV CH50 國際講員 中文發音 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech50.m3u8,重复URL
Guangzhou TV,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8,重复URL
Harbin Movie Channel,https://stream.hrbtv.net/yspd/playlist.m3u8,重复URL
Hebei TV (2160p),https://event.pull.hebtv.com/live/live101.m3u8,重复URL
Hunan TV (2160p),http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8,重复URL
Indigenous TV (720p),http://streamipcf.akamaized.net/live/_definst_/smil:liveabr.smil/playlist.m3u8,重复URL
MOMO TV (1080p),http://nmk.ioapk.com:5050/4gtv-live107/index.m3u8,重复URL
Nei Monggol TV (1080i) [Not 24/7],http://play1-qk.nmtv.cn/live/1769652018126032.m3u8,重复URL
SET News (三立新聞) (1080p) [Geo-blocked],http://seb.sason.top/sc/sllive_fhd.m3u8,重复URL
Taiwan Indigenous TV (720p),https://streamipcfapp.akamaized.net/live/_definst_/live_720/key_b1500.m3u8,重复URL
Taiwan Plus TV (1080p),https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8,重复URL
TVBS Asia (1080p),http://38.64.72.148/hls/modn/list/4005/playlist.m3u8,重复URL
TVBS News (TVBS新聞台) [Geo-blocked],http://seb.sason.top/sc/tvbsxw_fhd.m3u8,重复URL
VOA美国之音 (1080p),https://voa-ingest.akamaized.net/hls/live/2033878/tvmc08/playlist.m3u8,重复URL
Xinjiang TV 2,http://110.153.180.106:55555/out_3/index.m3u8,重复URL
Xinjiang TV 3,http://110.153.180.106:55555/out_2/index.m3u8,重复URL
余姚姚江文化 (576p),https://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8,重复URL
余姚新闻综合 (576p),https://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8,重复URL
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8,重复URL
刘德华,http://epg.112114.xyz/douyu/2516864,重复URL
台视 (720p),http://162.19.247.76:22222/live/taishi/index.m3u8,重复URL
唯心電視 (480p),https://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8,重复URL
宿州公共 (1080p) [Not 24/7],http://live.ahsz.tv/video/s10001-ggpd/index.m3u8,重复URL
宿州新闻综合 (1080p) [Not 24/7],http://live.ahsz.tv/video/s10001-szzh/index.m3u8,重复URL
宿州科教 (1080p) [Not 24/7],http://live.ahsz.tv/video/s10001-kxjy/index.m3u8,重复URL
山东体育 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/typd.m3u8,重复URL
山东农科 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/nkpd.m3u8,重复URL
山东少儿 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/sepd.m3u8,重复URL
山东新闻 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/ggpd.m3u8,重复URL
山东生活 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/shpd.m3u8,重复URL
山东综艺 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/zypd.m3u8,重复URL
山东齐鲁 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/qlpd.m3u8,重复URL
新昌新聞綜合 (1080p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8,重复URL
林正英,http://epg.112114.xyz/douyu/218859,重复URL
江津新闻综合 (480p),http://222.179.155.21:1935/ch1.m3u8,重复URL
浙江 Ⅰ 绍兴影视 (720p),http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8,重复URL
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8,重复URL
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8,重复URL
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8,重复URL
滁州市广播电视台 公共频道 (400p),http://live.cztv.cc:85/live/ggpd.m3u8,重复URL
滁州市广播电视台 新闻综合频道 (1080p),http://live.cztv.cc:85/live/xwpd.m3u8,重复URL
滁州市广播电视台 科教频道 (400p),http://live.cztv.cc:85/live/sjpd.m3u8,重复URL
甘肃公共 (540p) [Not 24/7],https://hls.gstv.com.cn/49048r/3t5xyc.m3u8,重复URL
福州广播电视台新闻综合频道 (FZTV-1) (1080p),http://live.zohi.tv/video/s10001-fztv-1/index.m3u8,重复URL
福州电视台少儿频道 (FZTV-少儿) (1080p),http://live.zohi.tv/video/s10001-fztv-4/index.m3u8,重复URL
萬州三峽移民 (576p),http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8,重复URL
萬州綜合頻道 (576p),http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8,重复URL
荣昌综合 (404p) [Not 24/7],http://183.64.181.25:40023/rongchang01.m3u8,重复URL
蓬安新闻综合 (720p) [Not 24/7],http://palive.patv123.com:8091/live/xwpd_800K.m3u8,重复URL
蕭山生活頻道 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8,重复URL
靖江新闻綜合 (480p) [Not 24/7],http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8,重复URL
[BD]lotte home shopping,https://t.freetv.fun/live/lotte-home-shopping-1.m3u8,重复URL
[BD]bbc earth,https://t.freetv.fun/live/bbc-earth.m3u8,重复URL
[BD]bbc earth,https://t.freetv.fun/live/bbc-earth-1.m3u8,重复URL
[SD]bbc earth,https://t.freetv.fun/live/bbc-earth-2.m3u8,重复URL
[BD]cgtn,https://t.freetv.fun/live/cgtn-1.m3u8,重复URL
[BD]test channel 3,https://t.freetv.fun/live/test-channel-3.m3u8,重复URL
[SD]light channel,https://t.freetv.fun/live/light-channel.m3u8,重复URL
[VGA]light channel,https://t.freetv.fun/live/light-channel-1.m3u8,重复URL
[BD]channel y,https://t.freetv.fun/live/channel-y.m3u8,重复URL
[HD]channel 11,https://t.freetv.fun/live/channel-11.m3u8,重复URL
[HD]channel 11,https://t.freetv.fun/live/channel-11-1.m3u8,重复URL
[BD]bn channel,https://t.freetv.fun/live/bn-channel.m3u8,重复URL
[BD]motogp channel,https://t.freetv.fun/live/motogp-channel.m3u8,重复URL
[SD]channel s,https://t.freetv.fun/live/channel-s-1.m3u8,重复URL
[BD]novyi channel,https://t.freetv.fun/live/novyi-channel.m3u8,重复URL
[SD]knesset channel,https://t.freetv.fun/live/knesset-channel.m3u8,重复URL
[BD]dazn ringside,https://t.freetv.fun/live/dazn-ringside.m3u8,重复URL
[HD]discovery id,https://t.freetv.fun/live/discovery-id.m3u8,重复URL
[BD]discovery h h,https://t.freetv.fun/live/discovery-h-h.m3u8,重复URL
[BD]discovery id extra,https://t.freetv.fun/live/discovery-id-extra.php,重复URL
[SD]discovery channel fd,https://t.freetv.fun/live/discovery-channel-fd.php,重复URL
[BD]delta tv,https://t.freetv.fun/live/delta-tv.m3u8,重复URL
[HD]delta tv,https://t.freetv.fun/live/delta-tv-1.m3u8,重复URL
[VGA]delta tv,https://t.freetv.fun/live/delta-tv-2.m3u8,重复URL
[BD]food network,https://t.freetv.fun/live/food-network.m3u8,重复URL
[HD]food network,https://t.freetv.fun/live/food-network-1.m3u8,重复URL
[BD]hgtv,https://t.freetv.fun/live/hgtv.m3u8,重复URL
[VGA]hollywood,https://t.freetv.fun/live/hollywood.m3u8,重复URL
[BD]young hollywood,https://t.freetv.fun/live/young-hollywood.m3u8,重复URL
[SD]hollywood,https://t.freetv.fun/live/hollywood-2.m3u8,重复URL
[BD]love nature,https://t.freetv.fun/live/love-nature.m3u8,重复URL
[BD]love nature,https://t.freetv.fun/live/love-nature-3.m3u8,重复URL
[BD]mezzo live,https://t.freetv.fun/live/mezzo-live.m3u8,重复URL
[VGA]monomax sports,https://t.freetv.fun/live/monomax-sports.m3u8,重复URL
[SD]monomax sports,https://t.freetv.fun/live/monomax-sports-1.m3u8,重复URL
[BD]momo親子,https://t.freetv.fun/live/momoqin-zi.php,重复URL
[HD]unife tv,https://t.freetv.fun/live/unife-tv.m3u8,重复URL
[VGA]sonic tv,https://t.freetv.fun/live/sonic-tv.m3u8,重复URL
[BD]amazing facts tv,https://t.freetv.fun/live/amazing-facts-tv.m3u8,重复URL
[BD]pet club tv,https://t.freetv.fun/live/pet-club-tv.m3u8,重复URL
[SD]cruz tv,https://t.freetv.fun/live/cruz-tv-1.m3u8,重复URL
[HD]folklore tv,https://t.freetv.fun/live/folklore-tv.m3u8,重复URL
[HD]folklore tv,https://t.freetv.fun/live/folklore-tv-1.m3u8,重复URL
[BD]ttv,https://t.freetv.fun/live/ttv.m3u8,重复URL
[HD]tvbs,https://t.freetv.fun/live/tvbs.m3u8,重复URL
[BD]TVBS News *$,https://t.freetv.fun/live/tvbs-news.m3u8,重复URL
[BD]tvbs新闻,https://t.freetv.fun/live/tvbsxin-wen.m3u8,重复URL
[BD]tvbs新聞,https://t.freetv.fun/live/tvbsxin-wen-1.m3u8,重复URL
[BD]tvbs新闻,https://t.freetv.fun/live/tvbsxin-wen-1-1.m3u8,重复URL
[BD]tvbs新聞,https://t.freetv.fun/live/tvbsxin-wen-1-2.php,重复URL
[BD]tvbs精采,https://t.freetv.fun/live/tvbsjing-cai.php,重复URL
[BD]trace urban,https://t.freetv.fun/live/trace-urban-3.m3u8,重复URL
[BD]三立新聞,https://t.freetv.fun/live/san-li-xin-wen.m3u8,重复URL
[HD]中天娛樂,https://t.freetv.fun/live/zhong-tian-yu-le.m3u8,重复URL
[HD]中天娱乐 *$,https://t.freetv.fun/live/zhong-tian-yu-le-1.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen.m3u8,重复URL
[BD]中天新聞,https://t.freetv.fun/live/zhong-tian-xin-wen-1.m3u8,重复URL
[VGA]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-1-1.m3u8,重复URL
[HD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-2.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-3.m3u8,重复URL
[VGA]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-4.m3u8,重复URL
[VGA]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-5.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-6.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-7.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-8.m3u8,重复URL
[SD]中天新闻 *$,https://t.freetv.fun/live/zhong-tian-xin-wen-9.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-9-1.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-10.m3u8,重复URL
[BD]中视 *$,https://t.freetv.fun/live/zhong-shi-2.m3u8,重复URL
[BD]中視,https://t.freetv.fun/live/zhong-shi.ts,重复URL
[BD]中視,https://t.freetv.fun/live/zhong-shi-1-1.ts,重复URL
[BD]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen.ts,重复URL
[BD]中視新聞,https://t.freetv.fun/live/zhong-shi-xin-wen-1.m3u8,重复URL
[BD]中视新闻 *$,https://t.freetv.fun/live/zhong-shi-xin-wen-2.m3u8,重复URL
[BD]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian.ts,重复URL
[BD]中视经典 *$,https://t.freetv.fun/live/zhong-shi-jing-dian-1.m3u8,重复URL
[BD]中視菁采,https://t.freetv.fun/live/zhong-shi-jing-cai.ts,重复URL
[BD]中视菁采 *$,https://t.freetv.fun/live/zhong-shi-jing-cai-1.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi.m3u,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-1.m3u8,重复URL
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-2.m3u8,重复URL
[BD]公视,https://t.freetv.fun/live/gong-shi.ts,重复URL
[BD]公視,https://t.freetv.fun/live/gong-shi-1.ts,重复URL
[BD]公视 *$,https://t.freetv.fun/live/gong-shi-2.m3u8,重复URL
[BD]公視台語,https://t.freetv.fun/live/gong-shi-tai-yu.ts,重复URL
[BD]台视 *$,https://t.freetv.fun/live/tai-shi-2.m3u8,重复URL
[BD]台视新闻 *$,https://t.freetv.fun/live/tai-shi-xin-wen.m3u8,重复URL
[VGA]哈尔滨新闻综合,https://t.freetv.fun/live/ha-er-bin-xin-wen-zong-he-2.m3u8,重复URL
[SD]哈尔滨综合,https://t.freetv.fun/live/ha-er-bin-zong-he-1.m3u8,重复URL
[HD]宜兴新闻综合,https://t.freetv.fun/live/yi-xing-xin-wen-zong-he-1.m3u8,重复URL
[VGA]寰宇新闻,https://t.freetv.fun/live/huan-yu-xin-wen.m3u8,重复URL
[BD]寰宇新闻,https://t.freetv.fun/live/huan-yu-xin-wen-1.m3u8,重复URL
[BD]寰宇新闻,https://t.freetv.fun/live/huan-yu-xin-wen-3.m3u8,重复URL
[SD]寰宇新闻 *$,https://t.freetv.fun/live/huan-yu-xin-wen-4.m3u8,重复URL
[HD]成龙电影 *$,https://t.freetv.fun/live/cheng-long-dian-ying-4.m3u8,重复URL
[HD]亚洲新闻 *$,https://t.freetv.fun/live/ya-zhou-xin-wen.m3u8,重复URL
[BD]東森新聞,https://t.freetv.fun/live/dong-sen-xin-wen.m3u8,重复URL
[BD]東森新聞,https://t.freetv.fun/live/dong-sen-xin-wen-1.ts,重复URL
[BD]民視,https://t.freetv.fun/live/min-shi-1.ts,重复URL
[BD]民視,https://t.freetv.fun/live/min-shi-1-1.php,重复URL
[BD]民視,https://t.freetv.fun/live/min-shi-3.ts,重复URL
[BD]民视 *$,https://t.freetv.fun/live/min-shi-2.m3u8,重复URL
[BD]民視影劇,https://t.freetv.fun/live/min-shi-ying-ju.php,重复URL
[VGA]民視新聞,https://t.freetv.fun/live/min-shi-xin-wen-1.ts,重复URL
[BD]民視新聞,https://t.freetv.fun/live/min-shi-xin-wen-2.m3u8,重复URL
[VGA]民视新闻 *$,https://t.freetv.fun/live/min-shi-xin-wen-3.m3u8,重复URL
[BD]民视新闻,https://t.freetv.fun/live/min-shi-xin-wen.ts,重复URL
[BD]民視第一,https://t.freetv.fun/live/min-shi-di-yi.ts,重复URL
[BD]民视第一 *$,https://t.freetv.fun/live/min-shi-di-yi-1.m3u8,重复URL
[BD]民視綜藝,https://t.freetv.fun/live/min-shi-zong-yi.php,重复URL
[BD]民視台灣,https://t.freetv.fun/live/min-shi-tai-wan.ts,重复URL
[BD]民视台湾 *$,https://t.freetv.fun/live/min-shi-tai-wan-1.m3u8,重复URL
[HD]浙江经济生活,https://t.freetv.fun/live/zhe-jiang-jing-ji-sheng-huo-1.m3u8,重复URL
[HD]绍兴文化影视,https://t.freetv.fun/live/shao-xing-wen-hua-ying-shi-1.m3u8,重复URL
[HD]绍兴文化影院,https://t.freetv.fun/live/shao-xing-wen-hua-ying-yuan-2.m3u8,重复URL
[HD]绍兴文化影视,https://t.freetv.fun/live/shao-xing-wen-hua-ying-shi-1.m3u8,重复URL
[HD]经典香港电影,https://t.freetv.fun/live/jing-dian-xiang-gang-dian-ying.m3u8,重复URL
[HD]纬来精彩 *$,https://t.freetv.fun/live/wei-lai-jing-cai.m3u8,重复URL
[HD]纬来育乐,https://t.freetv.fun/live/wei-lai-yu-le-1-1.m3u8,重复URL
[BD]美亚电影台粤,https://t.freetv.fun/live/mei-ya-dian-ying-tai-yue.flv,重复URL
[BD]美亚电影台国,https://t.freetv.fun/live/mei-ya-dian-ying-tai-guo.flv,重复URL
[HD]台視,https://t.freetv.fun/live/tai-shi.ts,重复URL
[BD]台視,https://t.freetv.fun/live/tai-shi-1-1.ts,重复URL
[BD]台視新聞,https://t.freetv.fun/live/tai-shi-xin-wen-1.ts,重复URL
[BD]台視綜合,https://t.freetv.fun/live/tai-shi-zong-he.ts,重复URL
[HD]台视综合 *$,https://t.freetv.fun/live/tai-shi-zong-he-1.m3u8,重复URL
[BD]台視財經,https://t.freetv.fun/live/tai-shi-cai-jing.ts,重复URL
[BD]台视财经 *$,https://t.freetv.fun/live/tai-shi-cai-jing-1.m3u8,重复URL
[VGA]萧山新闻综合,https://t.freetv.fun/live/xiao-shan-xin-wen-zong-he-1.m3u8,重复URL
[BD]荆门新闻综合,https://t.freetv.fun/live/jing-men-xin-wen-zong-he-1-1.m3u8,重复URL
[BD]华视,https://t.freetv.fun/live/hua-shi-1-1.ts,重复URL
[BD]华视 *$,https://t.freetv.fun/live/hua-shi-3.m3u8,重复URL
[BD]華視,https://t.freetv.fun/live/hua-shi-2.ts,重复URL
[BD]華視教育體育文化,https://t.freetv.fun/live/hua-shi-jiao-yu-ti-yu-wen-hua.ts,重复URL
[BD]華視新聞,https://t.freetv.fun/live/hua-shi-xin-wen.m3u8,重复URL
[BD]华视新闻 *$,https://t.freetv.fun/live/hua-shi-xin-wen-1.m3u8,重复URL
[BD]華視新聞資訊,https://t.freetv.fun/live/hua-shi-xin-wen-zi-xun.ts,重复URL
[BD]金光布袋戲,https://t.freetv.fun/live/jin-guang-bu-dai-xi.php,重复URL
[VGA]江夏新闻综合,https://t.freetv.fun/live/jiang-xia-xin-wen-zong-he-1.m3u8,重复URL
[BD]江津新闻综合,https://t.freetv.fun/live/jiang-jin-xin-wen-zong-he-1-1.m3u8,重复URL
[BD]靖天映画,https://t.freetv.fun/live/jing-tian-ying-hua.m3u8,重复URL
[HD]龙祥电影,https://t.freetv.fun/live/long-xiang-dian-ying.m3u8,重复URL
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8,重复URL
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8,重复URL
宿州公共频道,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8,重复URL
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8,重复URL
亳州农村频道,http://zbbf2.ahbztv.com/live/418.m3u8,重复URL
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8,重复URL
滁州科教频道,http://live.cztv.cc:85/live/sjpd.m3u8,重复URL
滁州公共频道,http://live.cztv.cc:85/live/ggpd.m3u8,重复URL
固镇新闻频道,http://www.guzhenm.com:7001/hls/hd-live.m3u8,重复URL
铜梁综合,http://183.64.174.171:40123/ch1.m3u8,重复URL
万州综合频道,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8,重复URL
万州综合频道,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8,重复URL
万州综合频道,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8,重复URL
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8,重复URL
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8,重复URL
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8,重复URL
万州最万州,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8,重复URL
万州最万州,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8,重复URL
万州最万州,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8,重复URL
潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8,重复URL
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8,重复URL
江津经济生活,http://222.179.155.21:1935/ch0.m3u8,重复URL
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8,重复URL
北碚综合频道,http://222.178.181.121:12034/beibei01.m3u8,重复URL
金昌综合频道,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8,重复URL
马山新闻综合,http://hls.nntv.cn/nnlive/MSTV_A.m3u8,重复URL
邯郸新闻综合,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8,重复URL
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8,重复URL
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8,重复URL
邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8,重复URL
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8,重复URL
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8,重复URL
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8,重复URL
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8,重复URL
霸州公共频道,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8,重复URL
霸州少儿频道,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8,重复URL
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8,重复URL
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8,重复URL
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8,重复URL
任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8,重复URL
平泉综合频道,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8,重复URL
兴隆综合频道,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8,重复URL
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8,重复URL
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8,重复URL
开封公共频道,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8,重复URL
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8,重复URL
鹤壁综合频道,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8,重复URL
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8,重复URL
登封综合频道,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8,重复URL
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8,重复URL
新郑综合频道,http://live.dxhmt.cn:9081/tv/10184-1.m3u8,重复URL
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8,重复URL
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8,重复URL
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8,重复URL
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8,重复URL
偃师新闻频道,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8,重复URL
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8,重复URL
孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8,重复URL
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8,重复URL
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8,重复URL
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8,重复URL
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8,重复URL
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8,重复URL
